,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
1134,lichen,flat_patches,itching,redness,rough_skin
1135,lichen,scaly_skin,raised_patches,white_lines,small_plaques
1136,lichen,flat_patches,itching,blisters,rough_skin
1137,lichen,itching,discoloration,redness,rough_skin
1138,lichen,flat_patches,discoloration,scaly_skin,blisters
1139,lichen,flat_patches,raised_patches,blisters,rough_skin
1140,lichen,discoloration,scaly_skin,white_lines,rough_skin
1141,lichen,scaly_skin,redness,white_lines,rough_skin
1142,lichen,scaly_skin,redness,blisters,small_plaques
1143,lichen,flat_patches,raised_patches,redness,white_lines
1144,lichen,scaly_skin,raised_patches,white_lines,rough_skin
1145,lichen,discoloration,white_lines,blisters,rough_skin
1146,lichen,discoloration,scaly_skin,raised_patches,white_lines
1147,lichen,flat_patches,scaly_skin,small_plaques,rough_skin
1148,lichen,itching,discoloration,redness,blisters
1149,lichen,itching,scaly_skin,redness,rough_skin
1150,lichen,flat_patches,white_lines,blisters,rough_skin
1151,lichen,itching,white_lines,small_plaques,rough_skin
1152,lichen,itching,scaly_skin,redness,small_plaques
1153,lichen,scaly_skin,white_lines,small_plaques,rough_skin
1154,lichen,flat_patches,scaly_skin,redness,small_plaques
1155,lichen,itching,discoloration,scaly_skin,rough_skin
1156,lichen,flat_patches,discoloration,redness,small_plaques
1157,lichen,itching,discoloration,redness,small_plaques
1158,lichen,discoloration,scaly_skin,raised_patches,blisters
1159,lichen,raised_patches,redness,small_plaques,rough_skin
1160,lichen,scaly_skin,redness,white_lines,small_plaques
1161,lichen,flat_patches,raised_patches,blisters,small_plaques
1162,lichen,flat_patches,discoloration,blisters,small_plaques
1163,lichen,flat_patches,white_lines,small_plaques,rough_skin
1164,lichen,flat_patches,itching,discoloration,small_plaques
1165,lichen,itching,redness,blisters,rough_skin
1166,lichen,redness,white_lines,blisters,small_plaques
1167,lichen,discoloration,blisters,small_plaques,rough_skin
1168,lichen,scaly_skin,redness,small_plaques,rough_skin
1169,lichen,itching,scaly_skin,small_plaques,rough_skin
1170,lichen,itching,raised_patches,small_plaques,rough_skin
1171,lichen,discoloration,scaly_skin,redness,small_plaques
1172,lichen,flat_patches,redness,blisters,small_plaques
1173,lichen,flat_patches,discoloration,redness,white_lines
1174,lichen,flat_patches,itching,raised_patches,white_lines
1175,lichen,itching,scaly_skin,raised_patches,blisters
1176,lichen,flat_patches,itching,scaly_skin,white_lines
1177,lichen,flat_patches,discoloration,raised_patches,rough_skin
1178,lichen,flat_patches,discoloration,small_plaques,rough_skin
1179,lichen,flat_patches,scaly_skin,blisters,small_plaques
1180,lichen,itching,discoloration,scaly_skin,small_plaques
1181,lichen,flat_patches,itching,white_lines,small_plaques
1182,lichen,itching,discoloration,raised_patches,white_lines
1183,lichen,flat_patches,raised_patches,small_plaques,rough_skin
1184,lichen,flat_patches,scaly_skin,raised_patches,redness
1185,lichen,discoloration,scaly_skin,raised_patches,redness
1186,lichen,flat_patches,discoloration,raised_patches,white_lines
1187,lichen,itching,redness,white_lines,rough_skin
1188,lichen,flat_patches,itching,discoloration,raised_patches
1189,lichen,scaly_skin,raised_patches,redness,blisters
1190,lichen,itching,raised_patches,white_lines,small_plaques
1191,lichen,flat_patches,scaly_skin,white_lines,small_plaques
1192,lichen,discoloration,raised_patches,redness,white_lines
1193,lichen,flat_patches,scaly_skin,redness,white_lines
1194,lichen,flat_patches,itching,raised_patches,blisters
1195,lichen,scaly_skin,raised_patches,blisters,small_plaques
1196,lichen,discoloration,scaly_skin,blisters,small_plaques
1197,lichen,discoloration,scaly_skin,blisters,rough_skin
1198,lichen,raised_patches,redness,blisters,small_plaques
1199,lichen,discoloration,redness,white_lines,small_plaques
1200,lichen,flat_patches,itching,discoloration,blisters
1201,lichen,scaly_skin,redness,blisters,rough_skin
1202,lichen,flat_patches,redness,white_lines,small_plaques
1203,lichen,itching,raised_patches,redness,white_lines
1204,lichen,flat_patches,itching,blisters,small_plaques
1205,lichen,itching,discoloration,blisters,small_plaques
1206,lichen,raised_patches,redness,blisters,rough_skin
1207,lichen,flat_patches,discoloration,white_lines,small_plaques
1208,lichen,flat_patches,scaly_skin,raised_patches,white_lines
1209,lichen,itching,discoloration,scaly_skin,white_lines
1210,lichen,flat_patches,itching,discoloration,white_lines
1211,lichen,redness,white_lines,small_plaques,rough_skin
1212,lichen,discoloration,raised_patches,redness,rough_skin
1213,lichen,discoloration,scaly_skin,white_lines,blisters
1214,lichen,scaly_skin,raised_patches,redness,small_plaques
1215,lichen,itching,raised_patches,white_lines,blisters
1216,lichen,flat_patches,raised_patches,white_lines,small_plaques
1217,lichen,itching,discoloration,white_lines,rough_skin
1218,lichen,flat_patches,itching,raised_patches,redness
1219,lichen,discoloration,scaly_skin,raised_patches,small_plaques
1220,lichen,raised_patches,blisters,small_plaques,rough_skin
1221,lichen,raised_patches,redness,white_lines,rough_skin
1222,lichen,itching,scaly_skin,redness,white_lines
1223,lichen,flat_patches,redness,blisters,rough_skin
1224,lichen,discoloration,raised_patches,white_lines,small_plaques
1225,lichen,flat_patches,raised_patches,white_lines,rough_skin
1226,lichen,flat_patches,scaly_skin,redness,blisters
1227,lichen,flat_patches,discoloration,scaly_skin,rough_skin
1228,lichen,discoloration,raised_patches,blisters,small_plaques
1229,lichen,itching,scaly_skin,redness,blisters
1230,lichen,discoloration,raised_patches,blisters,rough_skin
1231,lichen,itching,scaly_skin,raised_patches,rough_skin
1232,lichen,itching,discoloration,scaly_skin,blisters
1233,lichen,flat_patches,itching,discoloration,redness
1234,lichen,itching,scaly_skin,raised_patches,white_lines
1235,lichen,flat_patches,itching,discoloration,rough_skin
1236,lichen,discoloration,white_lines,small_plaques,rough_skin
1237,lichen,itching,discoloration,raised_patches,rough_skin
1238,lichen,flat_patches,scaly_skin,white_lines,blisters
1239,lichen,discoloration,scaly_skin,redness,blisters
1240,lichen,flat_patches,raised_patches,redness,small_plaques
1241,lichen,itching,discoloration,raised_patches,blisters
1242,lichen,discoloration,redness,white_lines,rough_skin
1243,lichen,itching,scaly_skin,raised_patches,redness
1244,lichen,flat_patches,itching,redness,small_plaques
1245,lichen,flat_patches,discoloration,scaly_skin,white_lines
1246,lichen,itching,scaly_skin,white_lines,rough_skin
1247,lichen,discoloration,redness,small_plaques,rough_skin
1248,lichen,flat_patches,raised_patches,redness,rough_skin
1249,lichen,flat_patches,itching,redness,white_lines
1250,lichen,itching,redness,small_plaques,rough_skin
1251,lichen,flat_patches,white_lines,blisters,small_plaques
1252,lichen,scaly_skin,white_lines,blisters,small_plaques
1253,lichen,flat_patches,discoloration,blisters,rough_skin
1254,lichen,itching,discoloration,raised_patches,small_plaques
1255,lichen,discoloration,redness,white_lines,blisters
1256,lichen,discoloration,raised_patches,white_lines,rough_skin
1257,lichen,itching,discoloration,white_lines,blisters
1258,lichen,itching,scaly_skin,white_lines,small_plaques
1259,lichen,flat_patches,redness,small_plaques,rough_skin
1260,lichen,scaly_skin,raised_patches,redness,rough_skin
1261,lichen,itching,white_lines,blisters,rough_skin
1262,lichen,scaly_skin,raised_patches,white_lines,blisters
1263,lichen,flat_patches,scaly_skin,raised_patches,small_plaques
1264,lichen,discoloration,redness,blisters,rough_skin
1265,lichen,white_lines,blisters,small_plaques,rough_skin
1266,lichen,flat_patches,blisters,small_plaques,rough_skin
1267,lichen,itching,discoloration,blisters,rough_skin
1268,lichen,flat_patches,itching,scaly_skin,small_plaques
1269,lichen,flat_patches,itching,scaly_skin,rough_skin
1270,lichen,itching,raised_patches,redness,small_plaques
1271,lichen,flat_patches,itching,scaly_skin,blisters
1272,lichen,discoloration,scaly_skin,raised_patches,rough_skin
1273,lichen,flat_patches,scaly_skin,white_lines,rough_skin
1274,lichen,flat_patches,scaly_skin,raised_patches,rough_skin
1275,lupus,redness,joint_pain,facial_rash,butterfly_rash
1276,lupus,rash,photosensitivity,joint_pain,fatigue
1277,lupus,redness,photosensitivity,joint_pain,skin_ulcers
1278,lupus,rash,redness,joint_pain,swelling
1279,lupus,rash,redness,joint_pain,discomfort
1280,lupus,rash,facial_rash,fatigue,discomfort
1281,lupus,photosensitivity,joint_pain,skin_ulcers,fatigue
1282,lupus,photosensitivity,facial_rash,swelling,skin_ulcers
1283,lupus,redness,facial_rash,swelling,discomfort
1284,lupus,joint_pain,swelling,skin_ulcers,butterfly_rash
1285,lupus,redness,photosensitivity,swelling,butterfly_rash
1286,lupus,rash,joint_pain,skin_ulcers,butterfly_rash
1287,lupus,rash,photosensitivity,skin_ulcers,fatigue
1288,lupus,rash,redness,skin_ulcers,fatigue
1289,lupus,rash,redness,fatigue,butterfly_rash
1290,lupus,rash,redness,joint_pain,fatigue
1291,lupus,rash,photosensitivity,facial_rash,discomfort
1292,lupus,photosensitivity,swelling,fatigue,butterfly_rash
1293,lupus,rash,redness,butterfly_rash,discomfort
1294,lupus,photosensitivity,joint_pain,skin_ulcers,butterfly_rash
1295,lupus,rash,swelling,butterfly_rash,discomfort
1296,lupus,rash,photosensitivity,facial_rash,fatigue
1297,lupus,joint_pain,swelling,skin_ulcers,discomfort
1298,lupus,rash,skin_ulcers,fatigue,discomfort
1299,lupus,rash,facial_rash,fatigue,butterfly_rash
1300,lupus,redness,facial_rash,swelling,fatigue
1301,lupus,rash,redness,swelling,fatigue
1302,lupus,joint_pain,facial_rash,skin_ulcers,butterfly_rash
1303,lupus,rash,redness,facial_rash,fatigue
1304,lupus,rash,facial_rash,butterfly_rash,discomfort
1305,lupus,rash,swelling,skin_ulcers,fatigue
1306,lupus,facial_rash,skin_ulcers,fatigue,discomfort
1307,lupus,photosensitivity,facial_rash,skin_ulcers,butterfly_rash
1308,lupus,rash,photosensitivity,joint_pain,butterfly_rash
1309,lupus,redness,joint_pain,swelling,skin_ulcers
1310,lupus,redness,photosensitivity,skin_ulcers,discomfort
1311,lupus,redness,facial_rash,swelling,butterfly_rash
1312,lupus,photosensitivity,swelling,skin_ulcers,fatigue
1313,lupus,redness,facial_rash,butterfly_rash,discomfort
1314,lupus,rash,photosensitivity,joint_pain,discomfort
1315,lupus,facial_rash,skin_ulcers,fatigue,butterfly_rash
1316,lupus,photosensitivity,facial_rash,fatigue,butterfly_rash
1317,lupus,rash,redness,photosensitivity,discomfort
1318,lupus,redness,photosensitivity,joint_pain,discomfort
1319,lupus,redness,fatigue,butterfly_rash,discomfort
1320,lupus,rash,photosensitivity,swelling,discomfort
1321,lupus,facial_rash,swelling,skin_ulcers,butterfly_rash
1322,lupus,skin_ulcers,fatigue,butterfly_rash,discomfort
1323,lupus,redness,photosensitivity,fatigue,butterfly_rash
1324,lupus,redness,joint_pain,facial_rash,discomfort
1325,lupus,photosensitivity,swelling,skin_ulcers,discomfort
1326,lupus,rash,skin_ulcers,butterfly_rash,discomfort
1327,lupus,redness,joint_pain,facial_rash,swelling
1328,lupus,facial_rash,swelling,fatigue,butterfly_rash
1329,lupus,rash,joint_pain,fatigue,discomfort
1330,lupus,rash,joint_pain,facial_rash,fatigue
1331,lupus,rash,redness,photosensitivity,fatigue
1332,lupus,redness,photosensitivity,joint_pain,swelling
1333,lupus,redness,photosensitivity,joint_pain,facial_rash
1334,lupus,joint_pain,facial_rash,skin_ulcers,fatigue
1335,lupus,facial_rash,swelling,skin_ulcers,discomfort
1336,lupus,redness,photosensitivity,skin_ulcers,butterfly_rash
1337,lupus,redness,photosensitivity,facial_rash,fatigue
1338,lupus,photosensitivity,swelling,skin_ulcers,butterfly_rash
1339,lupus,rash,redness,facial_rash,discomfort
1340,lupus,redness,skin_ulcers,fatigue,discomfort
1341,lupus,rash,joint_pain,fatigue,butterfly_rash
1342,lupus,photosensitivity,facial_rash,swelling,discomfort
1343,lupus,rash,joint_pain,skin_ulcers,discomfort
1344,lupus,redness,swelling,skin_ulcers,butterfly_rash
1345,lupus,photosensitivity,joint_pain,butterfly_rash,discomfort
1346,lupus,rash,joint_pain,facial_rash,butterfly_rash
1347,lupus,redness,skin_ulcers,butterfly_rash,discomfort
1348,lupus,redness,photosensitivity,swelling,fatigue
1349,lupus,rash,photosensitivity,fatigue,discomfort
1350,lupus,joint_pain,swelling,skin_ulcers,fatigue
1351,lupus,photosensitivity,skin_ulcers,butterfly_rash,discomfort
1352,lupus,redness,photosensitivity,butterfly_rash,discomfort
1353,lupus,joint_pain,facial_rash,swelling,butterfly_rash
1354,lupus,joint_pain,fatigue,butterfly_rash,discomfort
1355,lupus,rash,photosensitivity,joint_pain,skin_ulcers
1356,lupus,redness,joint_pain,swelling,discomfort
1357,lupus,redness,joint_pain,skin_ulcers,butterfly_rash
1358,lupus,rash,facial_rash,swelling,butterfly_rash
1359,lupus,redness,photosensitivity,swelling,skin_ulcers
1360,lupus,redness,swelling,skin_ulcers,discomfort
1361,lupus,joint_pain,skin_ulcers,butterfly_rash,discomfort
1362,lupus,rash,redness,facial_rash,skin_ulcers
1363,lupus,joint_pain,facial_rash,fatigue,butterfly_rash
1364,lupus,joint_pain,facial_rash,skin_ulcers,discomfort
1365,lupus,rash,photosensitivity,facial_rash,skin_ulcers
1366,lupus,rash,facial_rash,swelling,fatigue
1367,lupus,photosensitivity,joint_pain,swelling,discomfort
1368,lupus,swelling,skin_ulcers,fatigue,butterfly_rash
1369,lupus,rash,redness,photosensitivity,facial_rash
1370,lupus,joint_pain,skin_ulcers,fatigue,discomfort
1371,lupus,redness,joint_pain,facial_rash,fatigue
1372,lupus,redness,facial_rash,skin_ulcers,butterfly_rash
1373,lupus,rash,photosensitivity,facial_rash,swelling
1374,lupus,redness,joint_pain,facial_rash,skin_ulcers
1375,lupus,rash,photosensitivity,skin_ulcers,butterfly_rash
1376,lupus,rash,photosensitivity,joint_pain,swelling
1377,lupus,rash,facial_rash,skin_ulcers,butterfly_rash
1378,lupus,joint_pain,skin_ulcers,fatigue,butterfly_rash
1379,lupus,rash,skin_ulcers,fatigue,butterfly_rash
1380,lupus,photosensitivity,skin_ulcers,fatigue,discomfort
1381,lupus,joint_pain,swelling,butterfly_rash,discomfort
1382,lupus,redness,swelling,fatigue,butterfly_rash
1383,lupus,redness,facial_rash,fatigue,butterfly_rash
1384,lupus,rash,swelling,fatigue,butterfly_rash
1385,lupus,rash,redness,photosensitivity,swelling
1386,lupus,rash,joint_pain,facial_rash,skin_ulcers
1387,lupus,photosensitivity,joint_pain,facial_rash,swelling
1388,lupus,joint_pain,swelling,fatigue,discomfort
1389,lupus,joint_pain,facial_rash,swelling,fatigue
1390,lupus,rash,facial_rash,swelling,discomfort
1391,lupus,rash,facial_rash,swelling,skin_ulcers
1392,lupus,photosensitivity,joint_pain,skin_ulcers,discomfort
1393,lupus,rash,joint_pain,swelling,discomfort
1394,lupus,rash,photosensitivity,fatigue,butterfly_rash
1395,lupus,rash,redness,fatigue,discomfort
1396,lupus,redness,joint_pain,fatigue,discomfort
1397,lupus,redness,photosensitivity,joint_pain,butterfly_rash
1398,lupus,redness,joint_pain,swelling,fatigue
1399,lupus,rash,redness,swelling,discomfort
1400,lupus,photosensitivity,facial_rash,fatigue,discomfort
1401,lupus,rash,redness,skin_ulcers,butterfly_rash
1402,lupus,rash,joint_pain,swelling,skin_ulcers
1403,lupus,photosensitivity,joint_pain,swelling,skin_ulcers
1404,lupus,redness,facial_rash,skin_ulcers,discomfort
1405,lupus,rash,facial_rash,skin_ulcers,discomfort
1406,lupus,rash,swelling,skin_ulcers,discomfort
1407,lupus,redness,swelling,skin_ulcers,fatigue
1408,lupus,rash,fatigue,butterfly_rash,discomfort
1409,lupus,redness,photosensitivity,joint_pain,fatigue
1410,lupus,photosensitivity,facial_rash,swelling,butterfly_rash
1411,lupus,rash,joint_pain,butterfly_rash,discomfort
1412,lupus,redness,photosensitivity,facial_rash,swelling
1413,lupus,redness,skin_ulcers,fatigue,butterfly_rash
1414,lupus,joint_pain,facial_rash,swelling,discomfort
1415,lupus,swelling,fatigue,butterfly_rash,discomfort
1416,lupus,rash,redness,joint_pain,facial_rash
1417,lupus,rash,photosensitivity,joint_pain,facial_rash
1418,lupus,facial_rash,swelling,skin_ulcers,fatigue
1419,lupus,joint_pain,swelling,fatigue,butterfly_rash
1420,lupus,rash,joint_pain,facial_rash,discomfort
1421,lupus,rash,redness,photosensitivity,joint_pain
1422,lupus,rash,joint_pain,facial_rash,swelling
1423,lupus,photosensitivity,skin_ulcers,fatigue,butterfly_rash
1424,lupus,redness,joint_pain,skin_ulcers,fatigue
1425,lupus,rash,swelling,skin_ulcers,butterfly_rash
1426,lupus,redness,photosensitivity,facial_rash,discomfort
1427,lupus,swelling,skin_ulcers,fatigue,discomfort
1428,lupus,redness,joint_pain,skin_ulcers,discomfort
1429,lupus,rash,facial_rash,skin_ulcers,fatigue
1430,lupus,joint_pain,facial_rash,butterfly_rash,discomfort
1431,lupus,rash,photosensitivity,facial_rash,butterfly_rash
1432,lupus,rash,photosensitivity,skin_ulcers,discomfort
1433,lupus,facial_rash,fatigue,butterfly_rash,discomfort
1434,lupus,redness,joint_pain,fatigue,butterfly_rash
1435,lupus,photosensitivity,joint_pain,facial_rash,discomfort
1436,lupus,photosensitivity,swelling,butterfly_rash,discomfort
1437,lupus,photosensitivity,fatigue,butterfly_rash,discomfort
1438,lupus,rash,redness,skin_ulcers,discomfort
1439,lupus,rash,photosensitivity,swelling,butterfly_rash
1440,lupus,joint_pain,facial_rash,fatigue,discomfort
1441,lupus,photosensitivity,facial_rash,skin_ulcers,fatigue
1442,lupus,photosensitivity,facial_rash,butterfly_rash,discomfort
1443,lupus,rash,photosensitivity,swelling,skin_ulcers
1444,lupus,photosensitivity,joint_pain,swelling,butterfly_rash
1445,lupus,rash,redness,swelling,butterfly_rash
1446,lupus,redness,swelling,butterfly_rash,discomfort
1447,lupus,redness,photosensitivity,skin_ulcers,fatigue
1448,lupus,rash,swelling,fatigue,discomfort
1449,lupus,photosensitivity,joint_pain,swelling,fatigue
1450,lupus,redness,joint_pain,swelling,butterfly_rash
1451,lupus,photosensitivity,joint_pain,fatigue,discomfort
1452,lupus,photosensitivity,joint_pain,facial_rash,fatigue
1453,lupus,redness,joint_pain,butterfly_rash,discomfort
1454,lupus,redness,facial_rash,skin_ulcers,fatigue
1455,lupus,rash,joint_pain,skin_ulcers,fatigue
1456,lupus,facial_rash,swelling,butterfly_rash,discomfort
1457,lupus,rash,photosensitivity,swelling,fatigue
1458,lupus,photosensitivity,facial_rash,swelling,fatigue
1459,lupus,rash,redness,joint_pain,skin_ulcers
1460,lupus,redness,facial_rash,fatigue,discomfort
1461,lupus,swelling,skin_ulcers,butterfly_rash,discomfort
1462,lupus,photosensitivity,joint_pain,fatigue,butterfly_rash
1463,lupus,rash,redness,facial_rash,swelling
1464,lupus,redness,photosensitivity,facial_rash,butterfly_rash
1465,lupus,redness,photosensitivity,facial_rash,skin_ulcers
1466,lupus,redness,swelling,fatigue,discomfort
1467,lupus,rash,redness,facial_rash,butterfly_rash
1468,lupus,joint_pain,facial_rash,swelling,skin_ulcers
1469,lupus,facial_rash,swelling,fatigue,discomfort
1470,lupus,rash,redness,joint_pain,butterfly_rash
1471,lupus,rash,redness,photosensitivity,butterfly_rash
1472,lupus,photosensitivity,joint_pain,facial_rash,butterfly_rash
1473,lupus,facial_rash,skin_ulcers,butterfly_rash,discomfort
1474,lupus,redness,photosensitivity,fatigue,discomfort
1475,lupus,rash,redness,swelling,skin_ulcers
1476,lupus,rash,joint_pain,swelling,fatigue
1477,lupus,photosensitivity,facial_rash,skin_ulcers,discomfort
1478,lupus,rash,photosensitivity,butterfly_rash,discomfort
1479,lupus,photosensitivity,swelling,fatigue,discomfort
1480,lupus,redness,photosensitivity,swelling,discomfort
1481,lupus,redness,facial_rash,swelling,skin_ulcers
1482,lupus,rash,joint_pain,swelling,butterfly_rash
1483,lupus,rash,redness,photosensitivity,skin_ulcers
1484,lupus,photosensitivity,joint_pain,facial_rash,skin_ulcers
1485,moles,small_bump,round_shape,dark_coloration,pigmented_spot
1486,moles,round_shape,dark_coloration,oval_shape,flat_mole
1487,moles,pigmented_spot,soft,flat_mole,dark_spot
1488,moles,small_bump,harmless,dark_spot,benign
1489,moles,round_shape,dark_coloration,raised_mole,oval_shape
1490,moles,oval_shape,soft,flat_mole,dark_spot
1491,moles,small_bump,dark_coloration,harmless,raised_mole
1492,moles,round_shape,harmless,dark_spot,benign
1493,moles,small_bump,harmless,raised_mole,soft
1494,moles,dark_coloration,soft,flat_mole,dark_spot
1495,moles,raised_mole,pigmented_spot,oval_shape,benign
1496,moles,round_shape,dark_coloration,soft,benign
1497,moles,dark_coloration,harmless,raised_mole,dark_spot
1498,moles,dark_coloration,pigmented_spot,flat_mole,dark_spot
1499,moles,small_bump,dark_coloration,soft,benign
1500,moles,round_shape,dark_coloration,harmless,pigmented_spot
1501,moles,round_shape,flat_mole,dark_spot,benign
1502,moles,small_bump,dark_coloration,raised_mole,dark_spot
1503,moles,round_shape,oval_shape,dark_spot,benign
1504,moles,harmless,pigmented_spot,flat_mole,benign
1505,moles,small_bump,dark_coloration,raised_mole,oval_shape
1506,moles,harmless,oval_shape,soft,benign
1507,moles,round_shape,harmless,oval_shape,flat_mole
1508,moles,small_bump,raised_mole,soft,dark_spot
1509,moles,round_shape,dark_coloration,raised_mole,pigmented_spot
1510,moles,small_bump,harmless,pigmented_spot,dark_spot
1511,moles,dark_coloration,oval_shape,flat_mole,dark_spot
1512,moles,dark_coloration,raised_mole,oval_shape,flat_mole
1513,moles,round_shape,pigmented_spot,soft,benign
1514,moles,small_bump,harmless,oval_shape,soft
1515,moles,dark_coloration,oval_shape,dark_spot,benign
1516,moles,small_bump,raised_mole,oval_shape,benign
1517,moles,round_shape,dark_coloration,oval_shape,dark_spot
1518,moles,raised_mole,soft,flat_mole,benign
1519,moles,raised_mole,oval_shape,soft,flat_mole
1520,moles,round_shape,harmless,soft,benign
1521,moles,dark_coloration,harmless,oval_shape,soft
1522,moles,round_shape,harmless,flat_mole,benign
1523,moles,raised_mole,pigmented_spot,oval_shape,soft
1524,moles,small_bump,dark_coloration,pigmented_spot,oval_shape
1525,moles,small_bump,dark_coloration,oval_shape,benign
1526,moles,pigmented_spot,oval_shape,flat_mole,dark_spot
1527,moles,small_bump,round_shape,dark_coloration,soft
1528,moles,harmless,raised_mole,oval_shape,soft
1529,moles,harmless,raised_mole,pigmented_spot,dark_spot
1530,moles,small_bump,dark_coloration,dark_spot,benign
1531,moles,dark_coloration,oval_shape,soft,flat_mole
1532,moles,harmless,soft,flat_mole,dark_spot
1533,moles,small_bump,round_shape,soft,dark_spot
1534,moles,round_shape,dark_coloration,soft,flat_mole
1535,moles,small_bump,round_shape,harmless,pigmented_spot
1536,moles,round_shape,pigmented_spot,oval_shape,dark_spot
1537,moles,small_bump,round_shape,dark_spot,benign
1538,moles,round_shape,harmless,raised_mole,dark_spot
1539,moles,soft,flat_mole,dark_spot,benign
1540,moles,raised_mole,soft,flat_mole,dark_spot
1541,moles,round_shape,oval_shape,flat_mole,benign
1542,moles,small_bump,harmless,pigmented_spot,flat_mole
1543,moles,dark_coloration,raised_mole,pigmented_spot,oval_shape
1544,moles,round_shape,harmless,pigmented_spot,benign
1545,moles,raised_mole,oval_shape,flat_mole,dark_spot
1546,moles,small_bump,harmless,raised_mole,oval_shape
1547,moles,harmless,oval_shape,soft,flat_mole
1548,moles,small_bump,pigmented_spot,soft,dark_spot
1549,moles,small_bump,harmless,raised_mole,dark_spot
1550,moles,round_shape,raised_mole,pigmented_spot,dark_spot
1551,moles,harmless,oval_shape,soft,dark_spot
1552,moles,raised_mole,pigmented_spot,flat_mole,benign
1553,moles,small_bump,soft,flat_mole,dark_spot
1554,moles,harmless,raised_mole,oval_shape,benign
1555,moles,harmless,raised_mole,oval_shape,dark_spot
1556,moles,round_shape,dark_coloration,harmless,oval_shape
1557,moles,dark_coloration,harmless,raised_mole,flat_mole
1558,moles,round_shape,raised_mole,dark_spot,benign
1559,moles,round_shape,harmless,soft,flat_mole
1560,moles,round_shape,pigmented_spot,flat_mole,dark_spot
1561,moles,small_bump,raised_mole,dark_spot,benign
1562,moles,round_shape,soft,flat_mole,benign
1563,moles,small_bump,raised_mole,flat_mole,dark_spot
1564,moles,dark_coloration,raised_mole,soft,benign
1565,moles,small_bump,harmless,pigmented_spot,soft
1566,moles,small_bump,round_shape,raised_mole,pigmented_spot
1567,moles,harmless,raised_mole,pigmented_spot,oval_shape
1568,moles,pigmented_spot,oval_shape,soft,flat_mole
1569,moles,small_bump,raised_mole,pigmented_spot,oval_shape
1570,moles,small_bump,soft,flat_mole,benign
1571,moles,small_bump,raised_mole,oval_shape,dark_spot
1572,moles,dark_coloration,harmless,pigmented_spot,benign
1573,moles,small_bump,dark_coloration,soft,dark_spot
1574,moles,round_shape,raised_mole,pigmented_spot,flat_mole
1575,moles,dark_coloration,raised_mole,oval_shape,dark_spot
1576,moles,round_shape,dark_coloration,dark_spot,benign
1577,moles,small_bump,round_shape,dark_coloration,harmless
1578,moles,harmless,oval_shape,dark_spot,benign
1579,moles,harmless,flat_mole,dark_spot,benign
1580,moles,raised_mole,oval_shape,soft,dark_spot
1581,moles,pigmented_spot,oval_shape,soft,dark_spot
1582,moles,dark_coloration,pigmented_spot,dark_spot,benign
1583,moles,small_bump,oval_shape,soft,benign
1584,moles,dark_coloration,pigmented_spot,oval_shape,soft
1585,moles,round_shape,pigmented_spot,flat_mole,benign
1586,moles,dark_coloration,raised_mole,soft,dark_spot
1587,moles,round_shape,harmless,raised_mole,oval_shape
1588,moles,round_shape,soft,dark_spot,benign
1589,moles,round_shape,raised_mole,oval_shape,flat_mole
1590,moles,raised_mole,pigmented_spot,flat_mole,dark_spot
1591,moles,dark_coloration,raised_mole,dark_spot,benign
1592,moles,dark_coloration,raised_mole,oval_shape,soft
1593,moles,small_bump,harmless,raised_mole,pigmented_spot
1594,moles,small_bump,dark_coloration,pigmented_spot,benign
1595,moles,pigmented_spot,oval_shape,flat_mole,benign
1596,moles,small_bump,harmless,flat_mole,benign
1597,moles,dark_coloration,soft,dark_spot,benign
1598,moles,dark_coloration,oval_shape,soft,dark_spot
1599,moles,harmless,oval_shape,flat_mole,benign
1600,moles,small_bump,pigmented_spot,soft,flat_mole
1601,moles,dark_coloration,harmless,raised_mole,oval_shape
1602,moles,small_bump,harmless,pigmented_spot,benign
1603,moles,round_shape,dark_coloration,harmless,soft
1604,moles,raised_mole,pigmented_spot,oval_shape,flat_mole
1605,moles,round_shape,pigmented_spot,oval_shape,soft
1606,moles,raised_mole,pigmented_spot,soft,benign
1607,moles,small_bump,dark_coloration,oval_shape,dark_spot
1608,moles,small_bump,dark_coloration,harmless,benign
1609,moles,harmless,pigmented_spot,flat_mole,dark_spot
1610,moles,round_shape,oval_shape,soft,flat_mole
1611,moles,small_bump,raised_mole,soft,benign
1612,moles,small_bump,dark_coloration,pigmented_spot,soft
1613,moles,harmless,raised_mole,soft,benign
1614,moles,dark_coloration,harmless,oval_shape,benign
1615,moles,dark_coloration,flat_mole,dark_spot,benign
1616,moles,small_bump,dark_coloration,soft,flat_mole
1617,moles,small_bump,round_shape,harmless,flat_mole
1618,moles,harmless,pigmented_spot,soft,benign
1619,moles,round_shape,raised_mole,pigmented_spot,oval_shape
1620,moles,small_bump,dark_coloration,raised_mole,flat_mole
1621,moles,dark_coloration,oval_shape,flat_mole,benign
1622,moles,harmless,raised_mole,soft,dark_spot
1623,moles,dark_coloration,pigmented_spot,oval_shape,flat_mole
1624,moles,dark_coloration,harmless,oval_shape,dark_spot
1625,moles,harmless,pigmented_spot,oval_shape,flat_mole
1626,moles,harmless,pigmented_spot,oval_shape,soft
1627,moles,round_shape,dark_coloration,pigmented_spot,soft
1628,moles,small_bump,dark_coloration,flat_mole,benign
1629,moles,small_bump,raised_mole,oval_shape,flat_mole
